duration,distance,max_heart_rate,effort,pace,speed_m_s,cluster
4061,10.14,151.0,15.0,6.674884944115713,2.4969219404087664,1
4402,10.15,154.0,16.0,7.228243021346469,2.3057701044979555,1
4049,10.12,156.0,17.0,6.668313570487484,2.4993825635959497,0
4157,10.15,154.0,16.0,6.8259441707717565,2.4416646620158766,1
4221,10.2,167.0,68.0,6.897058823529412,2.4164889836531627,1
3960,9.9,174.0,26.0,6.666666666666666,2.5,0
3844,9.8,164.0,16.0,6.537414965986394,2.5494276795005204,0
4424,10.82,167.0,20.0,6.814540973505853,2.445750452079566,1
4105,10.49,158.0,18.0,6.5220845249443915,2.5554202192448234,0
3745,9.96,157.0,17.0,6.26673360107095,2.65954606141522,0
4028,10.02,170.0,20.0,6.699933466400533,2.487586891757696,0
4165,10.02,158.0,17.0,6.9278110445775125,2.4057623049219687,1
3560,9.67,176.0,57.0,6.135815236125474,2.716292134831461,0
3863,10.1,164.0,23.0,6.374587458745875,2.6145482785399947,0
3941,9.96,166.0,27.0,6.5947121820615795,2.5272773407764526,0
3863,9.95,208.0,19.0,6.47068676716918,2.575718353611183,0
4131,10.45,158.0,18.0,6.588516746411483,2.529653836843379,0
4019,10.28,153.0,17.0,6.515888456549936,2.557850211495397,0
3998,9.95,158.0,19.0,6.696817420435512,2.488744372186093,0
4116,10.38,152.0,17.0,6.6088631984585735,2.521865889212828,0
4218,10.34,164.0,21.0,6.7988394584139265,2.4513987671882407,1
4202,9.88,149.0,16.0,7.0883940620782715,2.3512613041408854,1
3955,9.86,156.0,16.0,6.685260311020961,2.493046776232617,0
3935,9.97,164.0,20.0,6.578067535941156,2.533672172808132,0
3876,10.08,163.0,30.0,6.408730158730158,2.6006191950464395,0
3904,10.19,161.0,20.0,6.38534510958456,2.6101434426229506,0
3853,9.99,164.0,32.0,6.4280947614280946,2.5927848429794964,0
3947,10.02,157.0,17.0,6.565202927478377,2.5386369394476818,0
4128,9.84,179.0,16.0,6.991869918699186,2.383720930232558,1
4198,9.76,170.0,20.0,7.168715846994536,2.3249166269652215,1
4337,9.7,145.0,68.0,7.451890034364261,2.23656905695181,1
4817,11.45,161.0,25.0,7.011644832605532,2.376998131617189,1
4490,11.46,159.0,23.0,6.529959278650377,2.552338530066815,0
4099,10.44,155.0,18.0,6.543742017879949,2.5469626738228834,0
4220,10.49,152.0,17.0,6.704798220527486,2.485781990521327,1
4012,10.49,165.0,24.0,6.374324753733714,2.6146560319042873,0
3966,10.14,153.0,16.0,6.518737672583826,2.556732223903177,0
3993,9.81,151.0,15.0,6.783893985728848,2.456799398948159,1
3886,10.0,159.0,17.0,6.476666666666667,2.573340195573855,0
3843,10.27,163.0,25.0,6.236611489776046,2.672391360915951,0
3744,9.72,170.0,22.0,6.419753086419752,2.5961538461538463,0
3923,10.2,166.0,29.0,6.41013071895425,2.600050981391792,0
3994,10.18,160.0,16.0,6.5389652914210865,2.5488232348522786,0
4054,9.84,115.0,31.0,6.8665311653116525,2.4272323630981747,1
4122,9.83,182.0,19.0,6.9888097660223805,2.3847646773410967,1
3711,9.97,200.0,53.0,6.203610832497493,2.6866073834545943,0
3911,10.34,219.0,96.0,6.303997421018698,2.6438251086678597,0
3836,10.11,181.0,50.0,6.323771843059677,2.63555787278415,0
3890,9.82,176.0,21.0,6.602172437202986,2.524421593830334,0
3798,9.9,159.0,17.0,6.393939393939394,2.6066350710900474,0
4198,9.69,176.0,38.0,7.220502235982113,2.308242020009528,1
3766,9.96,156.0,19.0,6.301874163319946,2.6447158789166223,0
3792,9.79,147.0,15.0,6.455566905005108,2.5817510548523206,0
3918,10.2,157.0,18.0,6.401960784313726,2.6033690658499236,0
4041,10.53,161.0,19.0,6.396011396011396,2.6057906458797326,0
4354,9.739999999999998,165.0,17.0,7.450376454483232,2.237023426734037,1
3922,10.14,170.0,20.0,6.446416831032215,2.585415604283529,0
3727,10.02,162.0,18.0,6.199268130405855,2.6884894016635363,0
3651,9.75,153.0,15.0,6.241025641025641,2.6705012325390305,0
4017,10.16,154.0,17.0,6.589566929133858,2.5292506845904903,0
3916,10.15,167.0,24.0,6.430213464696223,2.5919305413687437,0
4508,11.03,173.0,37.0,6.811725596857057,2.4467613132209407,1
4222,10.08,160.0,68.0,6.980820105820105,2.3874940786357177,1
4333,11.32,165.0,21.0,6.3795641931684335,2.6125086545118856,0
3872,10.02,171.0,28.0,6.44045242847638,2.5878099173553717,0
3805,8.81,160.0,11.0,7.198259553537646,2.3153745072273324,1
3934,10.17,188.0,17.0,6.447066535562111,2.585155058464667,0
3790,9.84,164.0,21.0,6.419376693766938,2.5963060686015833,0
3804,10.0,165.0,18.0,6.34,2.6288117770767614,0
3854,9.94,172.0,48.0,6.462105969148223,2.57913855734302,0
3783,9.99,157.0,12.0,6.311311311311311,2.640761300555115,0
4162,10.23,176.0,40.0,6.780710329097425,2.457952907256127,1
3979,10.18,162.0,20.0,6.51440733464309,2.5584317667755716,0
4203,11.21,160.0,21.0,6.248884924174843,2.6671425172495837,0
4026,10.46,198.0,17.0,6.414913957934989,2.598112270243418,0
3740,10.11,155.0,17.0,6.165512693702605,2.7032085561497325,0
3701,9.84,161.0,18.0,6.2686314363143625,2.6587408808430153,0
3558,9.76,162.0,26.0,6.075819672131147,2.743114109050028,0
3690,9.81,166.0,18.0,6.269113149847095,2.658536585365854,0
3762,9.68,151.0,15.0,6.4772727272727275,2.573099415204678,0
3868,9.89,148.0,15.0,6.5183687226154365,2.5568769389865564,0
3768,9.9,158.0,18.0,6.3434343434343425,2.627388535031847,0
3773,9.96,153.0,15.0,6.313587684069611,2.6398091704214153,0
3647,9.78,167.0,24.0,6.215064758009543,2.6816561557444474,0
1522,2.54,170.0,9.0,9.986876640419947,1.6688567674113008,2
4057,10.36,156.0,19.0,6.526705276705276,2.5536110426423466,0
3741,9.85,167.0,23.0,6.32994923857868,2.632985832665063,0
3870,9.81,172.0,42.0,6.574923547400611,2.5348837209302326,0
3761,9.9,172.0,38.0,6.331649831649831,2.6322786492954,0
3551,9.71,174.0,36.0,6.0950909715070365,2.7344410025344974,0
4107,9.8,179.0,31.0,6.98469387755102,2.386169953737521,1
3737,9.79,184.0,59.0,6.361933946203609,2.6197484613326196,0
3632,10.46,182.0,88.0,5.78712555768005,2.8799559471365637,0
3740,9.89,173.0,69.0,6.302662622177284,2.644385026737968,0
3682,9.91,180.0,29.0,6.192398250924992,2.6914720260727867,0
3707,9.93,177.0,31.0,6.221886539107083,2.678715942810898,0
3578,9.76,174.0,26.0,6.1099726775956285,2.727780883174958,0
3666,9.82,161.0,20.0,6.221995926680244,2.678668848881615,0
4195,10.19,165.0,18.0,6.8613019299967295,2.429082240762813,1
3876,10.08,178.0,23.0,6.408730158730158,2.6006191950464395,0
3850,10.17,181.0,37.0,6.309406751884628,2.6415584415584417,0
3659,10.01,178.0,29.0,6.092241092241093,2.735720142115332,0
3771,9.81,178.0,20.0,6.4067278287461775,2.6014319809069213,0
3617,9.82,162.0,15.0,6.138832315003394,2.714957146806746,0
3826,10.0,180.0,29.0,6.376666666666667,2.6136957658128592,0
3827,9.95,173.0,24.0,6.410385259631491,2.5999477397439246,0
3842,9.95,183.0,73.0,6.435510887772194,2.5897969807391985,0
3722,9.91,174.0,24.0,6.2596703666330304,2.6625470177324018,0
3736,9.9,152.0,61.0,6.289562289562289,2.6498929336188435,0
3752,9.88,154.0,16.0,6.329284750337381,2.633262260127932,0
3954,9.98,172.0,16.0,6.603206412825652,2.524026302478503,0
3925,10.06,155.0,18.0,6.5026507620941025,2.563057324840764,0
4915,10.18,151.0,16.0,8.046823837590047,2.071210579857579,1
4078,10.11,156.0,18.0,6.722716782063964,2.4791564492398233,1
4129,10.13,166.0,17.0,6.793353076669956,2.4533785420198595,1
4017,9.97,152.0,15.0,6.7151454363089265,2.4819517052526763,1
3877,9.92,153.0,15.0,6.513776881720429,2.558679391281919,0
3704,9.72,168.0,17.0,6.35116598079561,2.624190064794816,0
3963,9.77,157.0,22.0,6.760491299897646,2.4653040625788543,1
4012,9.67,160.0,16.0,6.9148569458807305,2.410269192422732,1
3923,9.65,149.0,15.0,6.775474956822108,2.459852153963803,1
3948,9.79,165.0,19.0,6.721144024514811,2.4797365754812564,0
4003,9.97,154.0,16.0,6.691741892343697,2.490632025980515,1
3961,10.07,157.0,17.0,6.555776233035418,2.542287301186569,0
3555,9.739999999999998,185.0,145.0,6.0831622176591384,2.7398030942334737,0
4213,9.84,174.0,24.0,7.1358401084010845,2.335627818656539,1
4340,9.84,175.0,20.0,7.350948509485095,2.2672811059907834,1
4261,9.79,173.0,29.0,7.254000680966974,2.2975827270593756,1
4403,10.41,171.0,23.0,7.049311559398015,2.3642970701794233,1
3819,9.81,167.0,18.0,6.488277268093781,2.568735271013354,0
4095,9.81,155.0,15.0,6.957186544342507,2.3956043956043955,1
4046,9.84,168.0,25.0,6.852981029810299,2.4320316361838854,1
3949,9.86,176.0,26.0,6.675118323191345,2.4968346416814384,0
3900,9.76,174.0,24.0,6.659836065573771,2.5025641025641026,0
4020,9.79,165.0,18.0,6.8437180796731365,2.4353233830845773,1
3856,9.83,156.0,16.0,6.537809426924381,2.5492738589211617,0
4020,9.86,161.0,17.0,6.7951318458417855,2.4527363184079602,1
4035,9.8,167.0,18.0,6.862244897959183,2.4287484510532837,1
3988,9.91,163.0,20.0,6.70702993609149,2.4849548645937816,0
3862,9.81,176.0,28.0,6.56133197417601,2.5401346452615226,0
4188,10.15,166.0,22.0,6.876847290640393,2.4235912129894936,1
3506,9.91,177.0,48.0,5.8964009418096195,2.8265830005704506,0
3919,9.85,164.0,19.0,6.631133671742808,2.513396274559837,0
3891,9.84,184.0,30.0,6.590447154471544,2.5289128758673862,0
3692,9.69,176.0,26.0,6.3501891984864125,2.624593716143012,0
3766,9.98,167.0,28.0,6.289245156980628,2.650026553372278,0
3920,9.97,163.0,20.0,6.552992310264125,2.5433673469387754,0
3824,9.99,159.0,19.0,6.379713046379713,2.61244769874477,0
3686,9.7,163.0,33.0,6.333333333333333,2.6315789473684212,0
3827,9.8,169.0,54.0,6.508503401360543,2.5607525476874837,0
3517,9.99,163.0,27.0,5.867534200867534,2.8404890531703155,0
3874,10.14,163.0,66.0,6.367521367521367,2.61744966442953,0
3945,9.69,154.0,16.0,6.785345717234263,2.456273764258555,1
4127,10.1,157.0,16.0,6.81023102310231,2.4472982796220015,1
4021,9.99,159.0,20.0,6.708375041708375,2.484456602835116,1
3797,9.91,164.0,18.0,6.385805583585603,2.60995522781143,0
3966,9.93,151.0,7.0,6.656596173212487,2.503782148260212,0
3837,10.01,151.0,16.0,6.388611388611389,2.608808965337503,0
4094,10.42,167.0,68.0,6.5483045425463855,2.545188080117245,0
3489,9.66,166.0,25.0,6.019668737060041,2.768701633705933,0
3764,9.95,173.0,87.0,6.3048576214405365,2.64346439957492,0
4070,9.84,196.0,85.0,6.8936314363143625,2.4176904176904177,3
3701,9.35,171.0,26.0,6.597147950089126,2.526344231288841,0
4054,9.82,171.0,60.0,6.880515953835709,2.4222989639861865,1
4031,9.86,196.0,85.0,6.813725490196079,2.446043165467626,3
3878,9.79,232.0,32.0,6.601974804221997,2.524497163486333,3
4039,9.78,164.0,18.0,6.88309475119291,2.4213914335231492,1
4039,9.87,157.0,17.0,6.82033096926714,2.4436741767764296,1
2910,8.229999999999999,176.0,66.0,5.89307411907655,2.828178694158075,0
3967,10.0,161.0,25.0,6.611666666666666,2.5207965717166623,0
3980,9.92,168.0,69.0,6.686827956989247,2.492462311557789,0
3885,9.98,162.0,18.0,6.487975951903807,2.5688545688545688,0
3837,9.99,162.0,22.0,6.401401401401402,2.6035965598123534,0
3715,9.82,166.0,25.0,6.305159538357094,2.643337819650067,0
3704,10.0,170.0,27.0,6.173333333333334,2.699784017278618,0
3881,9.84,155.0,62.0,6.573509485094851,2.535429013140943,0
3974,10.16,145.0,63.0,6.519028871391076,2.556618017111223,0
3996,10.48,166.0,22.0,6.3549618320610675,2.6226226226226226,0
3816,9.81,165.0,18.0,6.483180428134556,2.5707547169811322,0
3926,9.81,164.0,17.0,6.6700645599728166,2.49872643912379,0
3873,9.81,175.0,18.0,6.580020387359836,2.5329202168861347,0
3940,9.8,172.0,19.0,6.700680272108843,2.487309644670051,0
3844,9.86,175.0,22.0,6.4976335361730895,2.5650364203954212,0
3799,9.83,153.0,15.0,6.441166497117667,2.587523032376941,0
3874,9.84,163.0,20.0,6.561653116531165,2.5400103252452246,0
3673,9.83,168.0,21.0,6.22753475754493,2.6762864143751703,0
3876,10.04,151.0,17.0,6.434262948207171,2.590299277605779,0
3963,10.11,157.0,19.0,6.5331355093966375,2.5510976532929597,0
3797,9.92,164.0,25.0,6.379368279569892,2.612588885962602,0
3711,9.95,164.0,26.0,6.216080402010051,2.681218000538938,0
3783,9.79,163.0,20.0,6.440245148110317,2.5878932064499076,0
3855,9.94,163.0,16.0,6.463782696177063,2.5784695201037615,0
3656,9.64,162.0,22.0,6.320885200553249,2.636761487964989,0
3800,10.0,158.0,21.0,6.333333333333334,2.6315789473684212,0
3868,9.96,161.0,20.0,6.472556894243641,2.574974146845915,0
3746,9.93,166.0,61.0,6.287344746559248,2.650827549386012,0
3425,9.82,174.0,44.0,5.81296673455533,2.8671532846715326,0
3754,9.96,164.0,22.0,6.281793842034806,2.6531699520511456,0
3627,9.63,164.0,20.0,6.277258566978193,2.6550868486352357,0
3949,10.07,164.0,21.0,6.535915259847732,2.550012661433274,0
3898,10.23,160.0,21.0,6.350602802215706,2.6244227809132887,0
3915,10.21,159.0,18.0,6.390793339862879,2.607918263090677,0
4119,10.21,161.0,22.0,6.723800195886386,2.478756979849478,1
4046,10.43,170.0,68.0,6.465324384787473,2.577854671280277,0
3516,9.77,171.0,39.0,5.9979529170931425,2.77872582480091,0
3914,10.02,164.0,21.0,6.510312707917499,2.56004087889627,0
3933,10.08,166.0,23.0,6.50297619047619,2.562929061784897,0
4036,10.21,168.0,69.0,6.588312112308194,2.5297324083250743,0
4146,10.19,168.0,21.0,6.781157998037291,2.457790641582248,1
4112,10.2,162.0,20.0,6.718954248366013,2.480544747081712,1
3813,10.21,159.0,17.0,6.224289911851126,2.6776816155258327,0
4117,10.08,143.0,14.0,6.807208994708994,2.448384746174399,1
3865,9.94,154.0,59.0,6.48054996646546,2.571798188874515,0
3969,10.239999999999998,174.0,19.0,6.459960937500002,2.5799949609473414,0
3881,10.22,159.0,17.0,6.329093281148076,2.633341922185004,0
3828,10.19,164.0,19.0,6.261040235525025,2.6619644723093,0
3730,10.28,172.0,27.0,6.0473411154345005,2.7560321715817695,0
3960,9.82,144.0,15.0,6.720977596741344,2.4797979797979797,1
4366,10.89,154.0,18.0,6.681971227425772,2.494273934951901,1
3825,9.69,166.0,17.0,6.578947368421053,2.533333333333333,0
3325,7.95,185.0,41.0,6.970649895178196,2.3909774436090228,0
4126,9.75,166.0,29.0,7.052991452991453,2.3630634997576343,1
4294,10.14,158.0,15.0,7.057856673241288,2.361434559850955,1
4191,10.17,145.0,15.0,6.868239921337266,2.4266284896206156,1
4097,10.23,147.0,15.0,6.674812642554578,2.496948987063705,1
4340,10.48,146.0,15.0,6.9020356234096685,2.414746543778802,1
3851,9.82,148.0,14.0,6.535980991174474,2.549987016359387,0
4034,9.93,146.0,14.0,6.770728432359853,2.461576598909271,1
3966,9.97,144.0,15.0,6.62988966900702,2.51386787695411,0
3945,9.9,146.0,15.0,6.641414141414141,2.5095057034220534,0
3872,9.88,153.0,15.0,6.531713900134952,2.5516528925619837,0
3881,10.1,149.0,16.0,6.404290429042905,2.60242205617109,0
3658,9.68,150.0,15.0,6.298209366391185,2.646254784034992,0
4603,12.09,164.0,21.0,6.345464571271023,2.626547903541169,0
3769,9.86,168.0,18.0,6.370858688302908,2.616078535420536,0
3718,9.92,165.0,18.0,6.246639784946237,2.668101129639591,0
3809,10.12,159.0,20.0,6.2730566534914365,2.65686531898136,0
3853,9.69,162.0,14.0,6.627106983144135,2.5149234362834156,0
4015,9.93,157.0,15.0,6.738838536421619,2.473225404732254,1
3865,9.91,157.0,15.0,6.50016818028927,2.5640362225097024,0
3837,9.97,165.0,62.0,6.414242728184553,2.5983841542872037,0
3996,10.16,163.0,21.0,6.5551181102362195,2.5425425425425425,0
3883,10.08,159.0,16.0,6.420304232804233,2.595930981200103,0
4072,10.08,144.0,14.0,6.732804232804232,2.475442043222004,1
3881,8.6,157.0,11.0,7.521317829457365,2.2159237309971656,1
4060,9.67,157.0,13.0,6.997587038952086,2.3817733990147785,1
3806,9.66,158.0,15.0,6.566597653554175,2.5380977404098792,0
4066,10.12,178.0,64.0,6.696310935441371,2.4889326119035906,0
3858,9.8,179.0,26.0,6.561224489795918,2.5401762571280457,0
4097,9.9,148.0,15.0,6.897306397306397,2.416402245545521,1
