duration,distance,max_heart_rate,effort,pace,speed_m_s,cluster
4090,9.91,146.0,14.0,6.87857383114699,2.4229828850855744,1
4368,10.55,154.0,15.0,6.900473933649288,2.41529304029304,1
4068,9.81,140.0,14.0,6.911314984709479,2.411504424778761,1
3852,9.87,141.0,13.0,6.504559270516718,2.5623052959501558,0
3960,10.56,166.0,17.0,6.25,2.6666666666666665,0
3360,8.17,188.0,87.0,6.854345165238678,2.431547619047619,0
3739,9.83,180.0,26.0,6.3394370973211265,2.6290451992511366,0
3963,10.01,176.0,73.0,6.5984015984015985,2.5258642442593993,0
3798,9.76,172.0,19.0,6.485655737704918,2.5697735650342284,0
3997,10.17,171.0,23.0,6.5503113733202225,2.544408306229672,0
3899,10.14,146.0,15.0,6.408612754766601,2.60066683765068,0
6398,21.16,193.0,170.0,5.039382482671708,3.307283526101907,0
4018,10.14,154.0,17.0,6.604207758053912,2.523643603782977,0
3976,10.18,156.0,17.0,6.509495743287492,2.5603621730382295,0
4010,10.36,159.0,18.0,6.451093951093951,2.5835411471321694,0
4204,10.69,146.0,16.0,6.5544122232616155,2.542816365366318,0
3778,9.85,149.0,15.0,6.392554991539764,2.6071995764955003,0
3893,9.79,148.0,15.0,6.627511065713314,2.5147701001798097,0
3896,9.83,140.0,13.0,6.605629026788742,2.523100616016427,0
4026,10.09,166.0,18.0,6.650148662041625,2.5062096373571783,0
3933,10.07,151.0,15.0,6.509433962264151,2.5603864734299515,0
4139,10.31,152.0,15.0,6.690914969285483,2.4909398405411936,1
3837,10.1,163.0,35.0,6.331683168316832,2.6322647902006775,0
1292,5.01,236.0,79.0,4.298070525615437,3.8777089783281733,2
3738,9.73,153.0,17.0,6.402877697841726,2.602996254681648,0
3512,8.92,159.0,20.0,6.56203288490284,2.5398633257403187,0
4013,10.32,174.0,18.0,6.480943152454781,2.5716421629703463,0
3815,10.19,153.0,16.0,6.239777559699052,2.6710353866317167,0
4266,10.49,146.0,16.0,6.777883698760724,2.458977965307079,1
3883,9.81,165.0,24.0,6.5970098538905875,2.526397115632243,0
3957,10.13,169.0,55.0,6.510365251727542,2.560020217336366,0
4214,10.54,178.0,74.0,6.663504111321949,2.501186521120076,0
3715,10.15,174.0,84.0,6.100164203612479,2.732166890982503,0
3838,10.15,164.0,25.0,6.302134646962233,2.6446065659197497,0
3792,9.88,149.0,62.0,6.396761133603238,2.6054852320675104,0
4023,10.19,174.0,18.0,6.579980372914622,2.532935620183942,0
3910,10.39,170.0,64.0,6.272056464549246,2.657289002557545,0
4048,10.73,158.0,17.0,6.28766697732215,2.650691699604743,0
3323,9.8,224.0,82.0,5.651360544217686,2.9491423412578994,0
3722,9.77,178.0,32.0,6.349368816103719,2.6249328318108542,0
3619,9.75,164.0,23.0,6.1863247863247866,2.694114396242056,0
3761,9.97,153.0,18.0,6.287194918087596,2.6508907205530443,0
3832,9.89,148.0,15.0,6.4577013818672055,2.5808977035490606,0
4087,9.88,163.0,18.0,6.894399460188932,2.4174210912649867,1
3913,10.21,177.0,21.0,6.387528566764609,2.6092512139023767,0
3708,10.12,172.0,30.0,6.106719367588933,2.7292340884573894,0
3507,9.94,171.0,23.0,5.880281690140846,2.834331337325349,0
4113,10.96,177.0,33.0,6.2545620437956195,2.664721614393387,0
3744,9.66,189.0,48.0,6.459627329192546,2.5801282051282053,0
3527,9.72,180.0,56.0,6.047668038408778,2.7558831868443434,0
3754,9.8,173.0,21.0,6.384353741496598,2.610548748002131,0
3820,9.81,173.0,25.0,6.489976214746856,2.568062827225131,0
4160,10.62,156.0,21.0,6.52856246076585,2.5528846153846154,0
3786,9.81,153.0,15.0,6.4322120285423035,2.591125198098257,0
4057,10.42,171.0,27.0,6.489123480486244,2.5684002957850627,0
3717,9.81,161.0,28.0,6.314984709480123,2.639225181598063,0
3905,10.34,175.0,20.0,6.294326241134751,2.647887323943662,0
3785,9.95,162.0,21.0,6.340033500837522,2.628797886393659,0
4077,10.41,174.0,22.0,6.5273775216138334,2.5533480500367918,0
3839,10.12,151.0,16.0,6.322463768115942,2.6361031518624642,0
3654,10.26,158.0,17.0,5.935672514619883,2.8078817733990147,0
3665,10.38,160.0,19.0,5.884714193962749,2.8321964529331516,0
3768,9.91,163.0,18.0,6.337033299697275,2.6300424628450108,0
3865,10.0,164.0,19.0,6.441666666666667,2.5873221216041395,0
3958,10.48,159.0,20.0,6.294529262086514,2.647801920161698,0
3681,9.71,177.0,40.0,6.318228630278063,2.6378701439826133,0
3379,9.72,165.0,27.0,5.793895747599452,2.876590707309855,0
3701,9.95,157.0,16.0,6.199329983249581,2.6884625776817077,0
3873,10.3,162.0,16.0,6.266990291262135,2.659437128840692,0
3709,10.15,173.0,16.0,6.0903119868637114,2.736586681046104,0
3946,10.44,154.0,64.0,6.2994891443167305,2.6457171819564116,0
3595,9.82,162.0,25.0,6.101493550577053,2.7315716272600836,0
3786,9.87,164.0,30.0,6.393110435663628,2.606973058637084,0
3798,10.16,169.0,45.0,6.230314960629921,2.6750921537651395,0
3942,10.51,163.0,25.0,6.251189343482398,2.6661593099949266,0
3981,10.54,172.0,22.0,6.295066413662239,2.6475759859331824,0
3851,10.15,164.0,20.0,6.323481116584565,2.6356790444040508,0
3740,10.11,163.0,21.0,6.165512693702605,2.7032085561497325,0
3903,10.37,172.0,31.0,6.272902603664416,2.6569305662311042,0
3812,10.13,161.0,18.0,6.271799934188877,2.657397691500525,0
3999,10.239999999999998,160.0,16.0,6.508789062500002,2.5606401600400095,0
4137,10.61,165.0,19.0,6.498586239396796,2.564660381919265,0
4181,10.45,146.0,15.0,6.668261562998406,2.499402056924181,1
4006,9.98,179.0,23.0,6.69004676018704,2.491263105341987,0
3962,9.91,158.0,16.0,6.6633030608812645,2.501261988894498,0
4086,9.66,160.0,19.0,7.049689440993788,2.36417033773862,1
4197,9.93,169.0,25.0,7.044310171198389,2.365975696926376,1
2934,7.14,151.0,11.0,6.84873949579832,2.4335378323108383,0
3812,9.97,147.0,14.0,6.372450685389501,2.6154249737670514,0
3684,10.06,153.0,16.0,6.10337972166998,2.730727470141151,0
3815,10.12,159.0,16.0,6.282938076416338,2.652686762778506,0
3819,9.82,153.0,16.0,6.481670061099796,2.571353757528149,0
3845,9.86,150.0,16.0,6.499323867478026,2.564369310793238,0
3770,9.67,143.0,14.0,6.497759393312651,2.5649867374005306,0
3937,10.09,149.0,15.0,6.5031384208787575,2.5628651257302515,0
3893,10.09,149.0,15.0,6.430459200528577,2.5918314924222963,0
5029,12.85,158.0,24.0,6.522697795071336,2.5551799562537285,1
3755,9.68,150.0,14.0,6.4652203856749315,2.577896138482024,0
4055,10.02,150.0,15.0,6.744843646041251,2.471023427866831,1
3861,9.71,163.0,17.0,6.627188465499484,2.514892514892515,0
3497,9.2,162.0,15.0,6.335144927536232,2.630826422647984,0
3868,10.08,156.0,15.0,6.395502645502646,2.605997931747673,0
4329,10.47,162.0,19.0,6.891117478510028,2.4185724185724187,1
4086,10.09,169.0,19.0,6.749256689791872,2.4694077337249145,1
3925,10.2,160.0,17.0,6.413398692810459,2.5987261146496814,0
3910,10.06,158.0,15.0,6.477799867461895,2.5728900255754477,0
4010,10.48,148.0,15.0,6.377226463104325,2.6134663341645887,0
4046,10.44,151.0,16.0,6.459131545338442,2.580326248146317,0
4171,10.18,167.0,21.0,6.828749181401441,2.4406617118197076,1
3581,10.11,166.0,60.0,5.903395977579954,2.8232337335939683,0
3876,9.84,175.0,21.0,6.5650406504065035,2.538699690402477,0
4166,9.79,162.0,30.0,7.092271024855296,2.3499759961593853,1
3918,10.07,165.0,32.0,6.484607745779543,2.570188871873405,0
3324,10.28,170.0,67.0,5.389105058365759,3.0926594464500603,0
3459,10.76,180.0,77.0,5.357806691449814,3.110725643249494,0
3890,9.97,165.0,22.0,6.502841858910062,2.562982005141388,0
4022,10.48,168.0,43.0,6.396310432569974,2.6056688214818498,0
3988,10.17,158.0,22.0,6.53556211078335,2.550150451354062,0
4365,9.91,154.0,16.0,7.341069626639758,2.270332187857961,1
538,1.42,167.0,5.0,6.314553990610329,2.6394052044609664,2
3855,10.17,155.0,18.0,6.317600786627335,2.6381322957198443,0
3707,9.93,170.0,71.0,6.221886539107083,2.678715942810898,0
3552,8.860000000000001,149.0,13.0,6.681715575620767,2.49436936936937,0
4106,10.47,160.0,16.0,6.536134988857052,2.54992693619094,0
3829,9.99,162.0,25.0,6.3880547213880545,2.609036301906503,0
3716,10.05,162.0,20.0,6.162520729684908,2.7045209903121634,0
3582,9.92,177.0,48.0,6.018145161290323,2.769402568397543,0
3726,10.11,160.0,19.0,6.1424332344213655,2.713365539452496,0
3733,10.07,165.0,22.0,6.178417742469381,2.697562282346638,0
3749,10.16,166.0,33.0,6.149934383202099,2.7100560149373165,0
4041,9.84,170.0,33.0,6.8445121951219505,2.435040831477357,1
3744,9.73,161.0,18.0,6.413155190133607,2.598824786324786,0
3740,10.08,160.0,20.0,6.183862433862434,2.695187165775401,0
3561,9.76,166.0,23.0,6.08094262295082,2.740803145183937,0
3914,10.37,160.0,16.0,6.29058180649309,2.649463464486459,0
3809,9.87,156.0,17.0,6.43194866599122,2.5912312943029665,0
3779,9.71,168.0,25.0,6.4864400961208375,2.569462820852077,0
3613,9.67,163.0,17.0,6.227163047225095,2.676446166620537,0
3312,9.9,169.0,35.0,5.575757575757576,2.989130434782609,0
3811,10.07,168.0,21.0,6.307514068189341,2.642351088953031,0
3605,9.83,182.0,23.0,6.112241437775517,2.7267683772538143,0
3925,10.09,159.0,17.0,6.483316815328709,2.570700636942675,0
3606,9.69,174.0,22.0,6.202270381836946,2.687188019966722,0
3894,10.1,168.0,20.0,6.425742574257426,2.593733949666153,0
3744,10.06,163.0,18.0,6.202783300198806,2.6869658119658117,0
3694,9.94,166.0,22.0,6.193829644533871,2.6908500270709257,0
3600,9.79,170.0,19.0,6.128702757916241,2.7194444444444446,0
3790,9.89,163.0,22.0,6.3869228176609365,2.609498680738786,0
3789,10.04,165.0,24.0,6.289840637450199,2.649775666402745,0
3713,9.65,148.0,14.0,6.412780656303972,2.5989765688122812,0
3735,9.93,163.0,17.0,6.268882175226587,2.6586345381526106,0
3616,9.97,160.0,18.0,6.0448010698762955,2.7571902654867255,0
4145,10.73,168.0,22.0,6.438334886610748,2.588661037394451,0
3918,10.12,164.0,22.0,6.452569169960475,2.5829504849412968,0
3656,9.69,167.0,21.0,6.288269693842449,2.650437636761488,0
3888,9.92,158.0,18.0,6.532258064516129,2.551440329218107,0
3974,10.07,151.0,16.0,6.577292287322079,2.5339708102667338,0
3826,10.19,152.0,17.0,6.257769054628721,2.6633559853633035,0
3973,10.42,157.0,18.0,6.354766474728088,2.6227032469166875,0
3735,9.7,165.0,22.0,6.417525773195877,2.5970548862115126,0
3923,10.23,159.0,17.0,6.391332681655262,2.6076981901605913,0
3767,9.96,161.0,16.0,6.30354752342704,2.6440138040881336,0
3640,9.72,169.0,18.0,6.241426611796982,2.67032967032967,0
3569,9.81,174.0,33.0,6.0635406048250085,2.7486690949845896,0
3832,9.93,163.0,19.0,6.431688486069151,2.5913361169102296,0
3707,9.95,163.0,18.0,6.209380234505863,2.684111141084435,0
3557,10.1,182.0,73.0,5.86963696369637,2.8394714647174584,0
3694,10.1,162.0,18.0,6.095709570957096,2.734163508391987,0
3676,10.11,162.0,17.0,6.060006594131224,2.750272034820457,0
3658,10.08,169.0,25.0,6.048280423280423,2.755604155276107,0
3680,10.08,179.0,35.0,6.084656084656085,2.739130434782609,0
3537,9.94,165.0,17.0,5.930583501006037,2.810291207237772,0
3825,10.07,151.0,15.0,6.3306852035749746,2.6326797385620915,0
3588,9.7,167.0,21.0,6.164948453608248,2.7034559643255296,0
3589,9.9,164.0,18.0,6.042087542087542,2.758428531624408,0
2956,7.649999999999999,173.0,24.0,6.4400871459695,2.5879566982408653,0
4010,10.64,155.0,17.0,6.281328320802004,2.653366583541147,0
3870,9.87,159.0,19.0,6.534954407294833,2.550387596899225,0
3907,9.92,164.0,16.0,6.564180107526881,2.5390325057588945,0
4051,10.56,163.0,21.0,6.393623737373737,2.6067637620340656,0
3869,10.09,160.0,18.0,6.390815989428477,2.6079090204187128,0
3769,9.84,163.0,18.0,6.383807588075881,2.6107720880870255,0
3802,10.4,173.0,27.0,6.092948717948718,2.7354024197790636,0
3513,9.69,172.0,90.0,6.042311661506708,2.758326216908625,0
3962,10.69,172.0,26.0,6.177112566261304,2.698132256436143,0
3681,9.97,168.0,23.0,6.15346038114343,2.7085031241510458,0
2498,6.84,166.0,11.0,6.086744639376218,2.7381905524419534,2
3628,9.75,179.0,24.0,6.201709401709402,2.687431091510474,0
3671,9.98,191.0,78.0,6.130594522378089,2.7186052846635795,0
3635,9.61,156.0,13.0,6.304197016996185,2.6437414030261346,0
4076,10.44,174.0,27.0,6.507024265644956,2.5613346418056917,0
3918,9.77,164.0,11.0,6.683725690890481,2.493619193466054,0
3956,9.75,162.0,16.0,6.762393162393162,2.4646107178968655,1
4046,9.7,159.0,14.0,6.951890034364262,2.397429560059318,1
4314,10.49,178.0,21.0,6.8541468064823645,2.4316179879462214,1
3765,9.64,160.0,16.0,6.509336099585062,2.5604249667994687,0
4210,9.69,153.0,14.0,7.241142070863434,2.3016627078384797,1
4318,9.68,152.0,14.0,7.434573002754822,2.241778601204261,1
3544,9.57,157.0,19.0,6.17206548241031,2.700338600451467,0
3820,9.79,163.0,17.0,6.503234593122234,2.56282722513089,0
3655,9.72,168.0,16.0,6.267146776406035,2.6593707250342,0
4006,10.39,175.0,22.0,6.4260506897658,2.5936095856215675,0
3662,9.88,161.0,11.0,6.177462887989203,2.6979792463134897,0
3687,9.73,177.0,24.0,6.31551901336074,2.6390018985625168,0
3716,9.76,167.0,22.0,6.345628415300546,2.626480086114101,0
3667,9.73,159.0,16.0,6.281260705721137,2.6533951458958276,0
3787,9.77,180.0,21.0,6.460252473558513,2.579878531819382,0
3702,9.78,170.0,15.0,6.308793456032721,2.641815235008104,0
3697,9.81,175.0,22.0,6.2810057764186205,2.6535028401406544,0
3641,9.7,169.0,17.0,6.256013745704467,2.6641032683328754,0
3567,9.64,166.0,14.0,6.16701244813278,2.702551163442669,0
3655,10.03,184.0,28.0,6.073446327683616,2.744186046511628,0
3974,10.58,172.0,16.0,6.260239445494644,2.6623049823855056,0
3755,10.0,148.0,12.0,6.258333333333334,2.663115845539281,0
3633,9.7,169.0,13.0,6.242268041237113,2.6699697219928433,0
3778,9.82,169.0,15.0,6.412084181941616,2.5992588671254633,0
3611,9.63,169.0,24.0,6.249567324333679,2.66685128773193,0
3722,9.86,168.0,17.0,6.291413116970927,2.649113379903278,0
3977,10.44,177.0,21.0,6.348978288633461,2.625094292180035,0
3732,9.73,154.0,12.0,6.392600205549845,2.607181136120043,0
3668,9.62,154.0,12.0,6.354816354816355,2.6226826608505998,0
3767,9.72,165.0,17.0,6.4591906721536345,2.58030262808601,0
3634,9.63,163.0,24.0,6.289373485635168,2.6499724821133737,0
3809,9.44,172.0,16.0,6.7249293785310735,2.4783407718561303,0
4248,11.16,162.0,22.0,6.344086021505376,2.6271186440677967,0
3855,10.14,182.0,21.0,6.33629191321499,2.630350194552529,0
3682,10.0,171.0,14.0,6.136666666666667,2.7159152634437804,0
3740,9.82,166.0,17.0,6.347589952477937,2.625668449197861,0
3679,9.9,174.0,19.0,6.193602693602694,2.6909486273443872,0
3851,10.16,159.0,15.0,6.31725721784777,2.6382757725266166,0
3802,9.77,160.0,13.0,6.4858410098942345,2.569700157811678,0
4851,13.09,162.0,18.0,6.1764705882352935,2.6984126984126986,0
3618,10.2,169.0,55.0,5.911764705882353,2.8192371475953566,0
3597,9.84,182.0,29.0,6.092479674796748,2.7356130108423686,0
3569,9.7,162.0,18.0,6.132302405498282,2.7178481367329783,0
3835,10.04,175.0,25.0,6.366201859229748,2.6179921773142114,0
3730,9.78,179.0,25.0,6.356509884117246,2.6219839142091153,0
3450,9.92,176.0,24.0,5.796370967741936,2.8753623188405797,0
3659,9.739999999999998,154.0,14.0,6.2611225188227255,2.6619294889314014,0
3648,9.91,168.0,17.0,6.135216952573158,2.7165570175438596,0
3043,8.739999999999998,177.0,39.0,5.802822273073991,2.8721656260269466,0
3663,9.71,173.0,29.0,6.287332646755921,2.6508326508326507,0
3763,9.83,171.0,21.0,6.380128857239742,2.612277438214191,0
3710,10.11,158.0,16.0,6.11605670952852,2.725067385444744,0
3353,9.58,179.0,52.0,5.833333333333333,2.857142857142857,0
3888,10.07,167.0,51.0,6.434955312810327,2.5900205761316872,0
3936,10.11,171.0,23.0,6.48862512363996,2.5685975609756095,0
3505,9.62,177.0,70.0,6.072418572418573,2.7446504992867333,0
3703,10.25,175.0,73.0,6.021138211382114,2.7680259249257357,0
3696,9.85,174.0,22.0,6.253807106598985,2.66504329004329,0
3778,9.739999999999998,163.0,14.0,6.464750171115676,2.5780836421386972,0
3625,10.0,168.0,25.0,6.041666666666666,2.7586206896551726,0
3997,10.21,160.0,13.0,6.524649036891935,2.554415811858894,0
3888,9.87,160.0,51.0,6.565349544072949,2.5385802469135803,0
3910,9.95,164.0,15.0,6.549413735343385,2.544757033248082,0
3468,9.83,168.0,21.0,5.879959308240081,2.834486735870819,0
3826,9.89,168.0,15.0,6.447590158409167,2.584945112388918,0
3799,9.82,165.0,20.0,6.447725729803123,2.584890760726507,0
3685,9.93,180.0,30.0,6.184961396441759,2.694708276797829,0
3973,10.16,152.0,13.0,6.51738845144357,2.5572615152277876,0
3889,9.85,167.0,16.0,6.580372250423012,2.5327847775777834,0
3720,9.88,167.0,55.0,6.275303643724696,2.6559139784946235,0
4169,10.22,159.0,13.0,6.798760600130463,2.4514272007675704,1
4055,10.19,171.0,22.0,6.632319267255479,2.5129469790382246,0
4244,10.33,155.0,12.0,6.847370119393353,2.434024505183789,1
4139,10.38,175.0,18.0,6.645793192035966,2.507852138197632,0
4144,10.7,159.0,13.0,6.454828660436137,2.582046332046332,0
4647,10.06,160.0,18.0,7.698807157057654,2.1648375295889823,1
4136,9.88,163.0,16.0,6.9770580296896085,2.388781431334623,1
4360,10.25,175.0,22.0,7.0894308943089435,2.3509174311926606,1
3997,9.62,165.0,12.0,6.924809424809425,2.406805103827871,1
3633,10.0,166.0,30.0,6.055,2.7525461051472613,0
3744,9.89,160.0,17.0,6.309403437815975,2.6415598290598292,0
4120,8.92,179.0,12.0,7.698056801195815,2.1650485436893203,1
4067,10.78,169.0,17.0,6.287878787878788,2.6506024096385543,0
4237,10.18,149.0,14.0,6.936804191224623,2.402643379749823,1
4289,10.2,146.0,13.0,7.008169934640524,2.3781767311727675,1
4355,10.15,156.0,18.0,7.151067323481116,2.330654420206659,1
3927,9.89,164.0,14.0,6.617795753286147,2.518461930226636,0
3722,9.69,159.0,14.0,6.401788785689715,2.6034390112842556,0
3869,10.39,173.0,32.0,6.206288097529676,2.6854484362884468,0
3567,10.01,163.0,14.0,5.93906093906094,2.8062797869358005,0
3428,9.64,163.0,15.0,5.926694329183955,2.8121353558926487,0
3925,9.68,169.0,16.0,6.757920110192838,2.4662420382165604,0
4010,10.16,144.0,8.0,6.5780839895013115,2.533665835411471,0
4095,10.27,163.0,13.0,6.6455696202531644,2.507936507936508,0
3906,10.05,159.0,13.0,6.477611940298506,2.5729646697388633,0
4027,10.12,158.0,11.0,6.632081686429513,2.5130370002483238,0
3925,10.15,148.0,12.0,6.444991789819376,2.5859872611464967,0
3928,9.99,168.0,19.0,6.55321988655322,2.543279022403259,0
3970,10.17,151.0,11.0,6.506063585709604,2.561712846347607,0
3738,9.62,154.0,12.0,6.476091476091477,2.573568753344034,0
3942,10.21,161.0,15.0,6.4348677766895195,2.5900558092338914,0
4080,10.22,156.0,14.0,6.653620352250488,2.5049019607843137,0
3920,9.85,169.0,17.0,6.632825719120135,2.5127551020408165,0
3651,9.739999999999998,167.0,14.0,6.247433264887065,2.6677622569159127,0
3829,9.58,145.0,11.0,6.661447459986082,2.5019587359623925,0
3858,9.78,160.0,13.0,6.574642126789366,2.5349922239502334,0
4166,10.73,158.0,19.0,6.4709537123330225,2.57561209793567,0
4098,10.16,157.0,15.0,6.72244094488189,2.479258174719375,1
4369,11.12,156.0,15.0,6.548261390887291,2.545204852368963,0
3915,10.07,156.0,12.0,6.479642502482622,2.5721583652618136,0
4095,9.98,165.0,18.0,6.838677354709419,2.437118437118437,1
4193,9.88,159.0,14.0,7.073211875843455,2.3563081326019555,1
4054,9.9,167.0,13.0,6.824915824915824,2.4420325604341393,1
4189,10.07,166.0,15.0,6.933134723601456,2.4039150155168296,1
4008,10.12,168.0,21.0,6.600790513833992,2.524950099800399,0
4004,9.66,139.0,10.0,6.908212560386473,2.4125874125874125,1
3934,9.83,158.0,13.0,6.670057646659885,2.4987290289781394,0
4025,10.11,147.0,12.0,6.635344543356413,2.5118012422360247,0
3989,9.77,158.0,11.0,6.804844762879564,2.4492353973426924,1
3946,9.83,152.0,11.0,6.690403526619193,2.49113025848961,0
3835,9.7,155.0,12.0,6.589347079037801,2.529335071707953,0
3909,10.12,148.0,12.0,6.437747035573124,2.5888974162189817,0
3885,9.83,148.0,11.0,6.586978636826043,2.53024453024453,0
4069,10.15,142.0,12.0,6.681444991789819,2.494470385844188,1
3915,9.76,151.0,13.0,6.685450819672131,2.4929757343550447,0
3987,9.97,163.0,14.0,6.664994984954864,2.5006270378730875,0
3924,9.86,155.0,13.0,6.6328600405679525,2.5127420998980634,0
3808,9.83,148.0,15.0,6.456425907087148,2.58140756302521,0
4311,10.97,160.0,14.0,6.549680948040108,2.5446532127116677,0
3479,9.78,177.0,20.0,5.928766189502387,2.811152630066111,0
4126,10.22,163.0,12.0,6.728636660143509,2.4769752787203103,1
3997,10.28,156.0,13.0,6.480220492866407,2.5719289467100324,0
3935,10.15,164.0,13.0,6.461412151067322,2.579415501905972,0
4134,10.01,155.0,11.0,6.883116883116884,2.4213836477987423,1
4134,10.01,170.0,15.0,6.883116883116884,2.4213836477987423,1
4114,10.0,149.0,12.0,6.8566666666666665,2.430724355858046,1
4218,10.5,154.0,13.0,6.6952380952380945,2.4893314366998576,1
3896,9.94,152.0,16.0,6.532528504359491,2.551334702258727,0
3911,9.83,156.0,14.0,6.631061376737877,2.5134236768090004,0
4302,10.32,139.0,14.0,6.9476744186046515,2.398884239888424,1
4338,10.22,143.0,14.0,7.074363992172211,2.35592438911941,1
4282,10.28,145.0,14.0,6.942282749675746,2.400747314339094,1
4330,10.09,154.0,17.0,7.152296002642881,2.3302540415704387,1
3891,9.9,168.0,21.0,6.550505050505049,2.5443330763299925,0
4105,10.02,149.0,66.0,6.828010645375915,2.440925700365408,1
3685,9.09,154.0,15.0,6.756508984231757,2.4667571234735415,0
3994,10.18,149.0,15.0,6.5389652914210865,2.5488232348522786,0
3849,9.72,147.0,14.0,6.599794238683128,2.525331254871395,0
3676,9.46,167.0,16.0,6.476391825229034,2.573449401523395,0
3833,9.59,156.0,14.0,6.661452902328815,2.501956691886251,0
3974,10.12,157.0,17.0,6.54479578392622,2.5465525918470053,0
3657,9.32,166.0,18.0,6.539699570815451,2.548537052228603,0
4089,10.15,153.0,16.0,6.714285714285714,2.482269503546099,1
4171,10.69,152.0,17.0,6.5029622700343,2.562934548070007,0
4175,10.06,156.0,16.0,6.916832339297547,2.4095808383233535,1
3881,10.04,155.0,17.0,6.442563081009297,2.586962123164133,0
3693,9.68,158.0,14.0,6.358471074380165,2.621175196317357,0
3962,10.12,173.0,20.0,6.525032938076417,2.5542655224634023,0
4271,10.44,151.0,17.0,6.818326947637293,2.4443924139545774,1
4140,12.63,158.0,15.0,5.463182897862232,3.050724637681159,0
3653,9.78,165.0,37.0,6.2252897068848,2.6772515740487273,0
3812,10.66,173.0,43.0,5.959974984365228,2.7964323189926548,0
3587,9.79,182.0,65.0,6.106571331290433,2.7293002509060496,0
3879,10.06,159.0,16.0,6.426441351888668,2.5934519205980924,0
3846,10.12,158.0,17.0,6.33399209486166,2.6313052522100886,0
4206,9.72,162.0,21.0,7.2119341563786,2.310984308131241,1
3985,10.08,165.0,18.0,6.588955026455027,2.5294855708908406,0
3862,9.75,160.0,15.0,6.601709401709401,2.5245986535473848,0
3767,9.65,149.0,14.0,6.506044905008635,2.5617202017520575,0
4160,9.39,158.0,14.0,7.383741569045083,2.2572115384615383,1
3854,10.14,160.0,18.0,6.33464825772518,2.6310326933056563,0
4244,10.35,163.0,17.0,6.8341384863123995,2.438737040527804,1
3874,9.66,194.0,17.0,6.683919944789509,2.493546721734641,0
4189,9.76,158.0,14.0,7.153346994535519,2.329911673430413,1
3808,8.07,165.0,54.0,7.864518793886823,2.11922268907563,1
4076,9.81,161.0,65.0,6.924906557934081,2.4067713444553482,1
3864,9.73,171.0,29.0,6.618705035971224,2.5181159420289854,0
4036,10.39,171.0,35.0,6.474173885145973,2.5743310208126857,0
4143,10.64,169.0,27.0,6.489661654135338,2.5681873038860727,0
3652,9.75,152.0,15.0,6.242735042735043,2.6697699890470976,0
3650,9.82,159.0,17.0,6.194840461642905,2.6904109589041094,0
4100,10.31,80.0,5.0,6.627869382476559,2.5146341463414634,1
3841,10.53,75.0,4.0,6.079455523899969,2.7414735745899503,0
3831,10.1,109.0,5.0,6.3217821782178225,2.6363873662229182,0
3880,9.97,148.0,11.0,6.486125041792043,2.5695876288659796,0
3585,9.65,157.0,8.0,6.191709844559585,2.691771269177127,0
3628,10.0,156.0,13.0,6.046666666666667,2.7563395810363835,0
3903,10.44,168.0,24.0,6.230842911877395,2.6748654880860876,0
3920,10.01,177.0,41.0,6.526806526806526,2.5535714285714284,0
3907,10.01,165.0,20.0,6.505161505161505,2.5620680829280778,0
3873,10.21,156.0,17.0,6.322233104799215,2.6361993286857732,0
3872,10.08,158.0,64.0,6.402116402116402,2.603305785123967,0
3200,8.89,174.0,31.0,5.999250093738283,2.778125,0
3450,9.31,143.0,4.0,6.176154672395273,2.698550724637681,0
3716,9.95,169.0,16.0,6.224455611390285,2.677610333692142,0
3732,9.87,143.0,11.0,6.301925025329282,2.644694533762058,0
3705,9.739999999999998,146.0,10.0,6.339835728952773,2.6288798920377863,0
3782,9.78,153.0,15.0,6.445126107702795,2.585933368588049,0
3746,9.82,159.0,17.0,6.357773251866938,2.621462893753337,0
4031,10.69,155.0,15.0,6.284689741191145,2.6519474075911686,0
3812,10.04,153.0,15.0,6.328021248339974,2.633788037775446,0
3620,10.09,159.0,26.0,5.979517674264949,2.787292817679558,0
3893,10.16,168.0,28.0,6.386154855643045,2.6098124839455434,0
3876,10.13,171.0,34.0,6.377097729516287,2.613519091847265,0
3719,9.99,173.0,22.0,6.204537871204538,2.6862059693465987,0
3879,9.72,166.0,24.0,6.651234567901235,2.5058004640371228,0
4201,9.89,175.0,21.0,7.079541624536568,2.3542013806236612,1
4215,9.79,156.0,15.0,7.175689479060266,2.3226571767497033,1
4002,10.44,168.0,19.0,6.388888888888889,2.608695652173913,0
4030,10.13,170.0,22.0,6.63047054952287,2.5136476426799006,0
4125,10.22,160.0,61.0,6.727005870841487,2.4775757575757575,1
3950,9.97,161.0,16.0,6.603142761618187,2.5240506329113925,0
3820,9.23,160.0,15.0,6.897797038642109,2.4162303664921465,1
4017,10.18,164.0,17.0,6.576620825147348,2.5342295245207866,0
4003,10.12,168.0,16.0,6.592555994729908,2.528103922058456,0
3804,10.17,153.0,16.0,6.234021632251721,2.673501577287066,0
3889,10.13,169.0,23.0,6.398486344192167,2.6047827204937,0
3881,9.68,169.0,16.0,6.682162534435262,2.494202525122391,0
3396,10.26,181.0,68.0,5.516569200779728,3.021201413427562,0
3990,10.4,164.0,60.0,6.394230769230769,2.606516290726817,0
3728,10.02,181.0,29.0,6.200931470392549,2.6877682403433476,0
3661,9.7,153.0,16.0,6.290378006872853,2.6495493034689974,0
