rep,Activity ID,Activity Date,Activity Name,sport,Activity Description,duration,distance,Max Heart Rate...8,relative_effort,Commute...10,Activity Gear,Athlete Weight,Bike Weight,Elapsed Time...15,Moving Time,Distance...17,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate...30,Average Heart Rate,Max Watts,Calories,Max Temperature,Average Temperature,Relative Effort...37,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute...48,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,duration_mins,relative_effort_min,year
2909,1943478024,"Nov 3, 2018, 3:17:08 PM",Tiny stretcharoo,Workout,NA,519,0,72,0,FALSE,NA,63.5028991699219,NA,519,519,0,0,NA,0,NA,34.7999992370606,34.7999992370606,0,0,NA,NA,NA,NA,72,72,NA,10,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,0,2018
2910,1948074998,"Nov 5, 2018, 5:40:39 PM",Morning Activity,Workout,NA,843,0,77,1,FALSE,NA,NA,NA,843,843,0,0,NA,0,NA,-0.800000011920929,3.40000009536743,0,0,NA,NA,NA,NA,77,74.5029678344727,NA,20,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05,0.07117437722419928,2018
2911,1948075366,"Nov 5, 2018, 4:27:28 PM",Final run in the sun for a while,Run,NA,4180,9.89,155,15,FALSE,alt-stability,63.5028991699219,NA,4180,4152,9892,4.19999980926514,NA,46.5999984741211,NA,-1.39999997615814,15.3999996185303,21.6000003814697,0.0586332380771637,NA,NA,82.6601638793945,96,155,126.325386047363,NA,522,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,69.66666666666667,0.21531100478468898,2018
2912,1948217751,"Nov 5, 2018, 9:10:17 PM",Afternoon Swim,Swim,NA,1743,1525,208,114,FALSE,NA,NA,NA,1743,1703,1525.19995117188,2.5,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,208,181.629730224609,NA,526,NA,25,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.05,3.9242685025817554,2018
2913,1952991420,"Nov 7, 2018, 1:32:47 PM",Get outside run,Run,NA,4322,9.84,155,18,FALSE,stability_kickers_TO,63.5028991699219,NA,4322,4274,9842,4.80000019073486,NA,125.400001525879,NA,171.800003051758,208.199996948242,50,-0.034545823931694,NA,NA,83.407112121582,97,155,133.894943237305,NA,630,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,72.03333333333333,0.24988431281813975,2018
2914,1953257011,"Nov 8, 2018, 3:02:39 PM",Run with sprinkles on top,Run,NA,4732,10.41,150,16,FALSE,stability_kickers_TO,63.5028991699219,NA,4732,4562,10411,5,NA,80,NA,171.199996948242,209.399993896484,48.2999992370606,-0.076841801404953,NA,NA,82.6028060913086,97,150,124.271812438965,NA,573,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,78.86666666666666,0.2028740490278952,2018
2915,1953338493,"Nov 8, 2018, 4:56:28 PM",Kangaroo eccentrics,Workout,NA,835,0,72,0,FALSE,NA,63.5028991699219,NA,835,835,0,0,NA,0,NA,205,211.800003051758,0,0,NA,NA,NA,NA,72,72,NA,14,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.916666666666666,0,2018
2916,1954896308,"Nov 9, 2018, 3:17:54 PM",Eccentrics,Workout,NA,1080,0,72,1,FALSE,NA,63.5028991699219,NA,1080,1080,0,0,NA,0,NA,197.800003051758,197.800003051758,0,0,NA,NA,NA,NA,72,72,NA,19,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.05555555555555555,2018
2917,1954896536,"Nov 9, 2018, 1:45:25 PM",Wet snow run,Run,NA,4681,10.219999999999999,151,15,FALSE,stability_kickers_TO,63.5028991699219,NA,4681,4478,10228,4.80000019073486,NA,92.5999984741211,NA,169.199996948242,206.800003051758,28.6000003814697,-0.00195541651919484,NA,NA,84.5399932861328,94,151,122.572608947754,NA,544,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,78.01666666666667,0.19226660969878231,2018
2918,1956793810,"Nov 10, 2018, 2:27:46 PM",Wind tunnel training run,Run,NA,4657,10.26,151,17,FALSE,stability_kickers_TO,63.5028991699219,NA,4657,4526,10266,4.80000019073486,NA,182.800003051758,NA,170.199996948242,210.399993896484,47.5999984741211,-0.0214299634099007,NA,NA,85.028076171875,94,151,127.162467956543,NA,591,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,77.61666666666666,0.2190251234700451,2018
2919,1956846924,"Nov 10, 2018, 3:56:39 PM",Morning Activity,Workout,NA,886,0,102,1,FALSE,NA,NA,NA,886,886,0,0,NA,0,NA,185.199996948242,187.199996948242,0,0,NA,NA,NA,NA,102,87.4345397949219,NA,37,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.766666666666667,0.06772009029345372,2018
2920,1959166351,"Nov 11, 2018, 3:06:08 PM",A wee scamper before marking papers,Run,NA,4764,10.360000000000001,151,16,FALSE,stability_kickers_TO,63.5028991699219,NA,4764,4655,10365,4.80000019073486,NA,84.8000030517578,NA,171.199996948242,208.600006103516,27.3999996185303,0.00771828275173903,NA,NA,82.4401473999023,91,151,124.221794128418,NA,575,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,79.4,0.20151133501259444,2018
2921,1959251801,"Nov 11, 2018, 5:25:36 PM",Eccentrics,Workout,NA,962,0,72,1,FALSE,NA,63.5028991699219,NA,962,962,0,0,NA,0,NA,195.399993896484,195.399993896484,0,0,NA,NA,NA,NA,72,72,NA,17,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.033333333333335,0.06237006237006237,2018
2922,1962469398,"Nov 13, 2018, 3:32:55 PM",Eccentrics,Workout,NA,910,0,NA,NA,FALSE,NA,63.5028991699219,NA,910,910,0,0,NA,0,NA,174.600006103516,176.600006103516,0,0,NA,NA,NA,NA,NA,NA,NA,124,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.166666666666666,NA,2018
2923,1962469479,"Nov 13, 2018, 2:10:33 PM",-4 frosty frolic run,Run,NA,4525,10.28,161,19,FALSE,stability_kickers_TO,63.5028991699219,NA,4525,4338,10287,8.10000038146973,NA,98.8000030517578,NA,171.399993896484,205.600006103516,29.3999996185303,-0.029163021594286,NA,NA,84.6053466796875,94,161,134.729141235352,NA,677,NA,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,75.41666666666667,0.25193370165745854,2018
2924,1966762476,"Nov 14, 2018, 1:31:27 PM",Morning Run,Run,NA,4641,10.46,161,20,FALSE,alt-stability,63.5028991699219,NA,4641,4482,10461,5.09999990463257,NA,90.5999984741211,NA,170.399993896484,206.399993896484,40,0.0822101160883904,NA,NA,84.1171875,93,161,135.326110839844,NA,694,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,77.35,0.2585649644473174,2018
2925,1966762531,"Nov 14, 2018, 2:53:19 PM",Morning Activity,Workout,NA,690,0,253,74,FALSE,NA,NA,NA,690,690,0,0,NA,0,NA,184.199996948242,185.600006103516,0,0,NA,NA,NA,NA,253,243.434783935547,NA,123,NA,19,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,6.434782608695652,2018
2926,1966766879,"Nov 15, 2018, 6:26:56 PM",Hellooo sunshine,Workout,NA,781,0,72,0,FALSE,NA,63.5028991699219,NA,781,781,0,0,NA,0,NA,-0.400000005960465,8.39999961853027,0,0,NA,NA,NA,NA,72,72,NA,14,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.016666666666667,0,2018
2927,1966766931,"Nov 15, 2018, 5:14:43 PM",Morning Run,Run,NA,4177,9.99,168,26,FALSE,alt-stability,63.5028991699219,NA,4177,4177,9995,3.70000004768372,NA,45.4000015258789,NA,-2.79999995231628,12.8000001907349,21.7999992370605,0.0380190089344978,NA,NA,83.1947784423828,94,168,139.796356201172,NA,700,NA,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,69.61666666666666,0.37347378501316736,2018
2928,1966999831,"Nov 15, 2018, 10:17:47 PM",Afternoon Swim,Swim,NA,1558,1424,211,89,FALSE,NA,NA,NA,1558,1550,1423.80004882813,2.09999990463257,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,211,174.301803588867,NA,448,NA,25,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.966666666666665,3.4274711168164314,2018
2929,1968188531,"Nov 16, 2018, 4:58:13 PM",Morning Run,Run,NA,4156,9.96,167,21,FALSE,alt-stability,63.5028991699219,NA,4156,4116,9963,4.19999980926514,NA,49,NA,-5.19999980926514,15.8000001907349,25.5,0.0622302517294884,NA,NA,83.2660369873047,103,167,138.372695922852,NA,639,NA,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,69.26666666666667,0.30317613089509143,2018
2930,1970329165,"Nov 17, 2018, 2:37:04 PM",Morning Run,Run,NA,3811,10,162,33,FALSE,alt-stability,63.5028991699219,NA,3811,3806,10000,3.70000004768372,NA,34,NA,-3.59999990463257,11,16.1000003814697,-0.0160000007599592,NA,NA,86.6807708740234,93,162,143.843673706055,NA,683,NA,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,63.516666666666666,0.5195486748884807,2018
2931,1970329320,"Nov 17, 2018, 4:04:00 PM",Morning Activity,Workout,NA,854,0,72,1,FALSE,NA,NA,NA,854,854,0,0,NA,0,NA,30.6000003814697,30.6000003814697,0,0,NA,NA,NA,NA,72,72,NA,15,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.233333333333333,0.07025761124121781,2018
2932,1972918536,"Nov 18, 2018, 4:47:19 PM",Morning Activity,Workout,NA,761,0,72,0,FALSE,NA,NA,NA,761,761,0,0,NA,0,NA,27.7999992370605,27.7999992370605,0,0,NA,NA,NA,NA,72,72,NA,13,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.683333333333334,0,2018
2933,1972918675,"Nov 18, 2018, 2:33:23 PM",Morning Run,Run,NA,4432,9.99,146,16,FALSE,alt-stability,63.5028991699219,NA,4432,4402,9994,4.59999990463257,NA,33.2000007629395,NA,-1.39999997615814,13,23.7000007629395,-0.014008404687047,NA,NA,83.4120864868164,97,146,129.318496704102,NA,587,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,73.86666666666666,0.21660649819494587,2018
2934,1974024539,"Nov 19, 2018, 6:09:23 PM",Morning Activity,Workout,NA,946,0,130,0,FALSE,NA,NA,NA,946,946,0,0,NA,0,NA,3.59999990463257,7.19999980926514,0,0,NA,NA,NA,NA,130,16.2452430725098,NA,152,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.766666666666667,0,2018
2935,1974025737,"Nov 19, 2018, 4:55:08 PM",Morning Run,Run,NA,4240,9.96,158,17,FALSE,alt-stability,63.5028991699219,NA,4240,4109,9966,8.10000038146973,NA,37.2000007629395,NA,-3.20000004768372,16.2000007629395,20.2000007629395,0.0200682319700718,NA,NA,83.1472396850586,94,158,132.125823974609,NA,603,NA,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,70.66666666666667,0.24056603773584903,2018
2936,1977564976,"Nov 21, 2018, 1:31:07 PM",Ice ice baby run,Run,NA,4529,9.89,213,220,FALSE,stability_kickers_TO,63.5028991699219,NA,4529,4016,9898,4.09999990463257,NA,122.199996948242,NA,230.800003051758,267.799987792969,44,-0.145483940839767,NA,NA,87.324951171875,99,213,183.057525634766,NA,1384,NA,0,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,75.48333333333333,2.914550673437845,2018
2937,1978833904,"Nov 22, 2018, 1:34:47 PM",Chilly challenge run,Run,NA,4367,9.860000000000001,207,137,FALSE,stability_kickers_TO,63.5028991699219,NA,4367,4162,9860,7.09999990463257,NA,81.4000015258789,NA,178.800003051758,217.399993896484,22,0.0750507116317749,NA,NA,84.9781036376953,106,207,167.96174621582,NA,1054,NA,0,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,72.78333333333333,1.882299061140371,2018
2938,1980491625,"Nov 23, 2018, 12:54:21 PM",Practically tropical run at only -4 today run,Run,NA,4556,10.08,141,15,FALSE,stability_kickers_TO,63.5028991699219,NA,4556,4303,10082,6.09999990463257,NA,72.5999984741211,NA,184.399993896484,216.800003051758,27.7000007629395,0.00991866737604141,NA,NA,84.6124649047852,94,141,125.50895690918,NA,569,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,75.93333333333334,0.19754170324846357,2018
2939,1982337810,"Nov 24, 2018, 2:44:14 PM",Morning Activity,Workout,NA,914,0,106,1,FALSE,NA,NA,NA,914,914,0,0,NA,0,NA,198,202.399993896484,0,0,NA,NA,NA,NA,106,79.969367980957,NA,37,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.233333333333333,0.06564551422319476,2018
2940,1982338685,"Nov 24, 2018, 1:20:12 PM",Morning Run,Run,NA,4474,9.77,144,13,FALSE,stability_kickers_TO,63.5028991699219,NA,4474,3877,9774,7.19999980926514,NA,81.1999969482422,NA,188.399993896484,215.199996948242,21,0.0245549418032169,NA,NA,83.8727111816406,94,144,124.640075683594,NA,550,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,74.56666666666666,0.1743406347787215,2018
2941,1984459702,"Nov 25, 2018, 1:22:59 PM",Morning Run,Run,NA,4740,10.31,151,15,FALSE,stability_kickers_TO,63.5028991699219,NA,4740,4230,10310,6.19999980926514,NA,74.1999969482422,NA,169.800003051758,209.600006103516,29.8999996185303,-0.0931134819984436,NA,NA,84.167854309082,91,151,125.575653076172,NA,587,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,79,0.189873417721519,2018
2942,1987677640,"Nov 27, 2018, 1:04:50 PM",Weather channel run,Run,NA,4839,10.27,161,17,FALSE,stability_kickers_TO,63.5028991699219,NA,4839,3799,10277,11.3999996185303,NA,84,NA,254.800003051758,280.600006103516,33.2999992370606,-0.0155687453225255,NA,NA,83.8925476074219,100,161,133.821166992188,NA,665,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,80.65,0.21078735275883445,2018
2943,1990009085,"Nov 28, 2018, 1:04:41 PM",Wonderland run,Run,Tweaked my knee on ice. Should have pulled out the yak trax!!,4543,10.34,153,15,FALSE,stability_kickers_TO,63.5028991699219,NA,4543,3923,10342,7.59999990463257,NA,83.5999984741211,NA,166.600006103516,208.600006103516,41.4000015258789,-0.0676851645112038,NA,NA,85.2442016601563,97,153,128.531219482422,NA,600,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572576,NA,NA,NA,NA,NA,75.71666666666667,0.1981069777679947,2018
2944,1991846163,"Nov 29, 2018, 5:11:13 PM","Wind, rain, and palm fronds - it was truly glorious.",Run,NA,4151,9.739999999999998,157,13,FALSE,alt-stability,63.5028991699219,NA,4151,3676,9741,7,NA,40.4000015258789,NA,-4.59999990463257,14.3999996185303,21.7999992370605,-0.00205317721702158,NA,NA,83.1284027099609,97,157,122.068008422852,NA,484,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,69.18333333333334,0.18790652854733797,2018
2945,1993038272,"Nov 30, 2018, 5:59:52 PM",Morning Activity,Workout,NA,962,0,NA,NA,FALSE,NA,NA,NA,962,962,0,0,NA,0,NA,-2.40000009536743,3.79999995231628,0,0,NA,NA,NA,NA,NA,NA,NA,17,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.033333333333335,NA,2018
2946,1993038447,"Nov 30, 2018, 4:47:14 PM",Morning Run,Run,NA,4275,10.08,148,15,FALSE,alt-stability,63.5028991699219,NA,4275,4040,10086,6,NA,33.7999992370606,NA,-3,14.3999996185303,16.7000007629395,0.0555225051939487,NA,NA,82.5280990600586,91,148,129.273590087891,NA,575,NA,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,71.25,0.21052631578947367,2018
2947,1993458609,"Dec 1, 2018, 12:16:43 AM",Afternoon Swim,Swim,NA,1522,1450,209,97,FALSE,NA,NA,NA,1522,1512,1450.19995117188,2.5,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,209,180.108535766602,NA,470,NA,25,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.366666666666667,3.823915900131406,2018
2948,1994681227,"Dec 1, 2018, 3:14:59 PM",Ecological musings,Run,http://www.christopherlortie.info/a-vision-statement-describing-goals-for-ecology-esaecology-openscience/,4219,10.05,176,26,FALSE,alt-stability,63.5028991699219,NA,4219,4067,10049,8.5,NA,26.3999996185303,NA,-3.40000009536743,33.5999984741211,17.3999996185303,-0.280624926090241,NA,NA,85.0135269165039,94,176,134.934097290039,NA,591,NA,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,70.31666666666666,0.36975586631903296,2018
2949,1998663749,"Dec 3, 2018, 4:54:54 PM",Run from above view sometimes cool,Run,https://www.relive.cc/view/1998663749,4585,10.67,164,20,FALSE,alt-stability,63.5028991699219,NA,4585,4212,10676,6.90000009536743,NA,90,NA,0,17,34,0.0243536904454231,NA,NA,84.1030883789063,112,164,128.600006103516,NA,836,NA,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,76.41666666666667,0.26172300981461283,2018
2950,1998759103,"Dec 3, 2018, 9:56:36 PM",Afternoon Swim,Swim,NA,1498,1350,211,74,FALSE,NA,NA,NA,1498,1488,1350.09997558594,1.89999997615814,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,211,167.0712890625,NA,400,NA,25,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.966666666666665,2.9639519359145527,2018
2951,2000066699,"Dec 4, 2018, 4:56:24 PM",Morning Run,Run,NA,4089,9.719999999999999,195,96,FALSE,alt-stability,63.5028991699219,NA,4089,3963,9724,8.30000019073486,NA,39.7999992370606,NA,-3.40000009536743,18,18.7000007629395,0.123406007885933,NA,NA,83.529052734375,93,195,159.481552124023,NA,996,NA,2,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,68.15,1.4086573734409389,2018
2952,2001901953,"Dec 5, 2018, 5:58:47 PM",Tendon time,Workout,NA,838,0,107,1,FALSE,NA,63.5028991699219,NA,838,838,0,0,NA,0,NA,2.40000009536743,8.19999980926514,0,0,NA,NA,NA,NA,107,76.8961791992188,NA,33,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.966666666666667,0.07159904534606205,2018
2953,2001902433,"Dec 5, 2018, 4:47:51 PM",Windy chaos run,Run,NA,4206,9.870000000000001,207,167,FALSE,alt-stability,63.5028991699219,NA,4206,4166,9872,5.40000009536743,NA,74.4000015258789,NA,-2.20000004768372,19.3999996185303,33.2999992370606,0.0263371150940657,NA,NA,84.4841461181641,94,207,172.735595703125,NA,1134,NA,1,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,70.1,2.3823109843081314,2018
2954,2003623569,"Dec 6, 2018, 5:22:34 PM",Morning Run,Run,NA,4297,9.75,209,169,FALSE,alt-stability,63.5028991699219,NA,4297,4192,9752,5.5,NA,34.5999984741211,NA,-2.20000004768372,14.6000003814697,24,0.0512715354561806,NA,NA,83.0978088378906,94,209,172.569412231445,NA,1099,NA,2,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3697033,NA,NA,NA,NA,NA,71.61666666666666,2.359785897137538,2018
2955,2004011424,"Dec 6, 2018, 10:04:36 PM",Afternoon Swim,Swim,NA,1627,1400,213,83,FALSE,NA,NA,NA,1627,1606,1400.09997558594,2.09999990463257,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,213,171.737976074219,NA,434,NA,25,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.116666666666667,3.0608481868469575,2018
